Date,Comment
2025-12-24T23:36:50Z,keren
2025-12-24T17:54:49Z,mewahh
2025-12-24T16:56:42Z,lah seberapa gantengnya sih
2025-12-24T16:53:35Z,tenang aja bos pny ide jangan buka sekarang kan rahasia dong gegabah aja
2025-12-24T15:09:11Z,gaya serius dengan gaya koboy tapi ilmunya nyambung satu frequensi berbobot kereen
2025-12-24T12:16:40Z,masa depan anda anda yang menentukannya sendiri saya suka
2025-12-24T11:43:37Z,next undang timothy ronald pak
2025-12-24T09:48:05Z,kalem tapi mematikan pak purbaya dalam kata tegas luwes
2025-12-24T08:19:08Z,berbobot
2025-12-24T08:14:28Z,semoga panjang umur pak purbaya
2025-12-24T06:46:38Z,panjang umur pak pur semoga ini memotivasi orang orang pintar untuk membangun bangsa ini kedepannya
2025-12-24T05:57:52Z,well said pak purbaya quot pembentukan otak itu kan terjadi sampai umur tahun kenaikan iq sampai umur tahun setelah umur yaa keterbukaan yg menentukan nasib kalau dia bisa mengkombinasikan kekuatan inovasi amp kekuatan persevasi quot
2026-01-09T14:37:24Z,ini kata kata pak gita om
2025-12-24T04:48:25Z,orang yang quot beneran kuliah quot apalagi sekelas harvard dan purdue university tercermin dari bagaimana dia berbicara apapun yang keluar dari bibirnya adalah hasil transfer ilmu yang pernah didapatkannya semasa kuliah ditambah karunia kecerdasan dari tuhan menteri menteri pintar non parpol sudah hilang sejak berakhirnya era sby makanya ketika sekarang muncul menteri pintar seperti purbaya sadewa semua kaget
2025-12-24T04:07:47Z,tontonan mewah ini indonesia itu banyak orang pintar hanya belum ada kesempatan aja yuk bisa yuk pemerintah bantu kasih kesempatan yang buanyak buat rakyatnya cetak sdm sdm pinter
2025-12-24T03:38:52Z,kek ya harus belajar ekonomi deh biar paham wkwk
2025-12-24T03:04:57Z,pembicaraan yang luar biasa
2025-12-24T02:42:35Z,dpr dikurangi orangnya pak terlalu bnyk dpr dan kerjanya tdk jelas
2025-12-23T23:48:52Z,daging semua isinya
2025-12-23T19:45:57Z,tontonan yg menarik dan mendidik pk gita bertanya dan memberikan masukan dengan bijakpk purbaya terbuka dan rendah hati
2025-12-23T17:17:03Z,sri mulyani harus dihukum mati
2025-12-23T16:32:26Z,insight yg mahal
2025-12-23T14:41:30Z,obrolan dgn bahasa yg sangat membumi gw berasa satu circle ama bro gita amp bro pur
2025-12-23T14:36:20Z,hahaha
2025-12-23T13:10:12Z,mantap pak purbaya
2025-12-23T12:51:57Z,waduh
2025-12-23T12:41:26Z,memang harus orang profesional yg naik dikementrian ekonomi pertanian pendidikan dalam negeri minimal
2025-12-23T12:00:54Z,pemerintah setiap rezim memangnya butuh orang hebat selamat ini beli aja teknologi dan sdm walaupun rakyat nganggur nunggu purbaya presiden mungkin diperlukan
2025-12-23T11:27:22Z,background podcastnya buku buku yg berjejer artinya kalau berbicara harus dengan ilmu pengetahuan cara menangani ekonomi harus dengan pengetahuan mantaabb
2025-12-23T10:32:08Z,astaga ini nobrolan dengan isi otak penuh bukan kayak menteri abalabal titipan dari parpol
2025-12-23T08:19:06Z,lesgoo pakpur
2025-12-23T08:13:37Z,wow ini baru pertama orang lokal dengan polapikir ekonomi makro yang menjadi tontonan eksclusive rakyat cukup menginspirasi sangat mengedukasi bangsa
2025-12-23T06:55:33Z,ini baru podcast berdaging top pak gita
2025-12-23T05:14:00Z,ganti semua menteri menjadi selevel pak purbaya ini
2025-12-23T05:03:21Z,investasi yg tidak akan pernah rugi adalah investasi untuk ilmu dan pendidikan
2025-12-23T04:48:31Z,lpdp awardeenya abs sekolah pada ga mau pulang pak
2025-12-23T03:38:43Z,tolong pigai zulhas bahlil nusron menhan menpora dan menkomdigi bisa diganti orang kyk gini gak si
2025-12-23T03:39:03Z,lg menkes dan kepala bgn
2025-12-23T03:24:50Z,acara podcast yg memiliki high value banyak ilmu yg didapat dari podcast pak gita
2025-12-23T02:48:34Z,pak gita saya titip pesan untuk pak purbaya mohon direvisi persyaratan lpdp yg mensyaratkan umur saya tahun dan seorang asn sudah tidak bisa apply lpdp untuk jenjang s karena syarat umur tadi terimakasih
2025-12-23T01:10:18Z,sepenting itu lah pendidikan penting untuk diri sendiri dilihat dari pov sempit penting untuk keberlanjutan suatu negara dilihat dari pov luas thanks a lot for bringing us amazing content as always
2025-12-22T21:54:30Z,saya berusia tahun mengalami era suharto serba susah telur saja mahal sepedah motor kridit tahun selalu berfikir optimistis merasa sekarang indonesia semakin berkembang membanggakan asal jangan terjebak pada konsumtif
2025-12-22T21:47:07Z,kelas semahal ini dikasih tontonan gratis
2025-12-22T19:24:56Z,petani pun bisa ikut nyimak obrolan yang seperti ini
2025-12-22T17:36:36Z,untuk memahami konten ini saya membutuhkan kali untuk menonton setiap ada kalimat yang tidak saya mengerti saya cari tau lewat chat gpt dan dari konten ini apa yang saya dapatkan saya mendapatkan wawasan yang sangat luas serta yang awalnya pesimis menjadi lebih optimis lagi terimakasih pak gita dan pak purbaya konten ini sangat exclusive dan membangun banyak wawasan anak muda
2025-12-22T16:10:53Z,gen z hadir menyimak sampai akhirisi konten nya daging semua walaupun sy gak paham ekonomi tapi asyik aja nontonin mentri keuanganyang satu ini
2025-12-22T15:39:02Z,inflasi jalan trus ttp aj kyk bu sri mul
2025-12-22T14:08:00Z,mantab semoga ekonomi biru bisa tercapai
2025-12-22T12:39:08Z,pertanian pak pasti surplus infes kesana anak anak sekolah
2025-12-22T10:56:21Z,pak pur sepertinya mengenal bos saya jaman doeloe
2025-12-22T09:02:45Z,terimakasih dengan subtitle orang awam beberapa istilah level tinggi saya gak paham akhirnya tau dari subtitle
2025-12-22T08:43:52Z,channel bang gw keren selalu ngundangin orang orang yang berbobot
2025-12-22T07:21:18Z,purbaya gak salah kursi keren
2025-12-22T06:10:18Z,diskusi intelektual menteri keuangan ri featuring mantan menteri perdagangan ri ini baru manusia otaknya encer buanget
2025-12-22T05:32:46Z,gw bakal lamjut belajar diumur tahun ini agar dimasa depan gw bisa ikut membantu negeri ini
2025-12-22T03:11:21Z,ini sih bukan bicara politik ini pembicaraan profesional akademik
2025-12-21T18:48:53Z,gebrakan mentri yg lain mn nih diem diem saja apa lg parpol uye
2025-12-21T18:25:32Z,alhamdulillah good information
2025-12-21T17:28:06Z,ini baru diskusi ekonom kelas atas lhoo bkn elite sok elite reformasi democrazy politik dagelan made in indonesia lhoo yaa tooch sorry yee smart and fantastique lhoo diskusi ikut mencerdaskan rakyat bangsa indonesia pemilik nkri sesuai mukadimah konstitusi uud aseli sorry yee
2025-12-21T17:27:12Z,kuliah s untuk semester dirangkum disini bjir
2025-12-21T17:23:16Z,sehebat apapun mntrinya klo pengelola negara ga pecus ya rakyat tmbah susah
2025-12-21T16:34:42Z,berasa ikut rapat
2025-12-21T15:50:20Z,daging vs daging war biasa diskusi ini
2025-12-21T15:07:53Z,dengar ini otak gw mutar x lipat dari biasanya
2025-12-21T14:56:27Z,good job bapak god be with you
2025-12-21T14:41:43Z,awl awal becanda menit akhir ya allah ini ngomongin apa istilahnya asing semua tapi seru ngikutn
2025-12-21T13:57:15Z,pa pur perutnya langsingkan utk menjaga kesehatan pagi buah air putih siang protein temannya sayur karbo temannya sayur food combining
2025-12-21T12:03:13Z,yang ditanya pintar yang bertanya pintar seperti mendengar dan menikmati nada yang harmoni elegan terima kasih pak gita
2025-12-21T10:48:51Z,menteri purbaya adalah contoh nyata ketika orang berkompeten ditempatkan sebagai menteri bukan sekedar penunjukan secara politik andai semua menteri sekompeten ini maka indonesia akan membaik dan indonesia emas semakin dekat
2025-12-21T08:57:27Z,sebagai seorang pdagang keliling sprti tdak prcya bsa menyimak obrolan tingkat tinggi sprti ini meski bgitu mnjadi suatu kbanggaan bsa mnyimak obrolan orang yg mempunyai pndidikan srta kmampuan yg sangt hebat
2025-12-21T06:11:48Z,gila pembahasannya daging semua brok
2025-12-21T04:38:43Z,diskusi dua orang quot hebat quot antara kepala badan koordinasi penanaman modal dan menteri perdagangan republik indonesia dengan ketua dewan komisioner lps dan menteri keuangan ri sekarang
2026-01-15T22:54:31Z,belio ini yg dimintai pendapatnya oleh pak jkw sewaktu indonesia hampir krisis ketika masa covid
2025-12-21T03:39:41Z,thanks pak gita dan tim
2025-12-21T01:58:21Z,pak masa tukang supir mbg gajinya jauh lebih besar dari guru honorer
2025-12-21T01:06:12Z,import sampah gimana pak lolos nih
2025-12-20T18:09:52Z,seru juga ternyata ekonomi itu
2025-12-20T17:25:45Z,wong sangar
2025-12-20T16:27:21Z,isinya daging semua
2025-12-20T16:03:24Z,what an incredible brainstorming and discussion gents critically liquidity injection can support economic growth but without strict targeting and control excess money circulation risks fueling inflation rather than improving real productivity the key issue is not how much money is injected but where it actually flows
2025-12-20T11:21:28Z,dibalik nyari kerja susah percayalah para petinggi industri disana malah kekurangan tenaga kerjaalasannya karna tidak mempenuhi kemampuan
2025-12-20T11:10:25Z,konomi masyarakat komitmen amp konsisten spesial
2025-12-20T08:35:26Z,national interest harus diatas kepentingan kelompok pemerataan dan peningkatan daya beli kunci pertumbuhan ekonomi indonesia kami generasi muda sangat mendukung
2025-12-20T07:47:43Z,pak gita undang juga mas menteri ahy
2025-12-20T05:08:38Z,mantap
2025-12-20T05:05:32Z,keren dialog yg bicara untuk kemajuan negeri dan negara diatas kemandirian anak bangsa
2025-12-19T16:03:57Z,we need more smart people
2025-12-19T15:09:55Z,menarik
2025-12-19T14:20:36Z,luar biasa dek dekan dengernya pak pur percaya diri dan pak gita penasihat tanpa terlihat menasihati luar biasa amazing
2025-12-19T13:37:30Z,karantina pak jgn mempersulit ribet ujung y usaha berat
2025-12-19T12:50:17Z,kerenn sihh gilaa
2025-12-19T12:33:17Z,saya mau sekolah s pak pur
2025-12-19T10:31:02Z,great x ngomomng mikirin indonesia full no pribadi
2025-12-19T09:59:50Z,tanpa mengecilkan siapapun baru kali ini saya percaya omongan menteri
2025-12-19T09:09:23Z,sehat trus pak gita
2025-12-19T07:11:52Z,ini kampanye calon presiden yang bener sihh
2025-12-19T06:31:35Z,bro ini podcast kalau bayar juga akan saya subscribe gila isinya
2025-12-19T04:49:04Z,ini podcast full daging well done semua
2025-12-19T03:22:17Z,tahun kedepam selama pak purbaya menjabat indonesia akan menjadi negara maju
2025-12-19T01:20:39Z,dua orang super keren
2025-12-19T00:17:12Z,presiden kita visioner
2025-12-18T19:47:35Z,pembawaan ringan yg dibicarakan sangat berkualitas terimakasih orang orang berilmu sehat dan panjang umur pak purbaya dan pak gita aamiin
2025-12-18T17:02:02Z,mantap ni podcast
2025-12-18T16:56:30Z,kok aku terharu ya nonton podcast ini
2025-12-18T15:48:17Z,luar biasa basmi tikus dgn cara jitu dari pak coboy indonesia semoga berjalan dgn baik kades mulai panas rakyat indonesia semoga sejahtera rukun damai jaya selalu
2025-12-18T15:12:03Z,gen z kufur nikmat
2025-12-18T14:13:17Z,pak menteri pendidikan coba ikut nonton podcast ini
2025-12-18T12:03:52Z,berasa kuliah lg
2025-12-18T11:13:37Z,gokil
2025-12-18T11:02:41Z,zulhas ga bisa ngobrol kayak gini
2025-12-18T09:55:10Z,untuk jurusan teknik yg harus diperkuat adalah fisika matematika
2025-12-18T09:32:28Z,mereka sedang ledek ledekan dan mengkritisi secara intelektual hampir ga nyampe otak gw
2025-12-18T09:08:10Z,pingin nangis semoga allah mudahkan langkah pemimpin kita
2025-12-18T09:01:22Z,sederhana tapi bahlil tidak bisa
2025-12-18T08:51:40Z,mantap baru denger ini podcast isinya daging semua
2025-12-18T08:39:32Z,pak gita tolong undang wamen pendidikan tinggi sains teknologi prof stella christie dong sangat ingin melihat pak gita dan prof stella berdialog terimakasih
2025-12-18T08:39:22Z,kayaknya banyak gen z yg melihat orang pintar mengabdi untuk negara ujungnya dipenjara pak karena politik kotor negeri sendiri
2025-12-18T06:57:01Z,aku paham tapi seneng karna ngomong nya full ilmu nggk sentimen bocor otak kek mentri sebelah
2025-12-18T06:45:04Z,b
2025-12-18T06:43:58Z,ga mungkin pemerintah bobrok ini mengedepankan mencetak banyak oranag pintar dan cerdas mencetak budak berijazah dan mencetak banyak aparat sih iya
2025-12-18T06:25:33Z,mohon maaf pak ijin mungkin dengan adanya ekspor dengan kualitas dari indonesia bisa membuat demand naik juga mungkin bisa membuat perubahan besar dari aspek ekonomi kita pak
2025-12-18T05:22:16Z,beginilah isi obrolan mentri yang bekerja untuk rakyat
2025-12-18T05:19:03Z,buat film keren ni perjalanan hidup menkeu
2025-12-18T04:56:04Z,penonton terbanyak
2025-12-18T04:46:14Z,terimakasih pak gita bukan hanya podcast anda juga berdiskusi dan memberi pendapat masukan
2025-12-18T04:25:06Z,panjang umur untuk bapak ini
2025-12-18T01:20:54Z,tes
2025-12-18T00:52:24Z,pertanyaan pakgita menyala sekali
2025-12-18T00:39:07Z,banyakin obrolan kyak gini buat rakyat indo
2025-12-18T00:22:38Z,wagyu ini kualitas obrolannya sering undang pak purbaya ngobrol kesini dong pak gita kedepannya
2025-12-17T23:54:39Z,insightful thank you pak
2025-12-17T19:39:16Z,what a conversation man
2025-12-17T18:48:22Z,obrolan mahal dan mewaahh
2025-12-17T18:40:53Z,kita perlu orang pinter dan yang tidak koruptor juga pak
2025-12-17T17:57:34Z,gak ada tulang daging semua ini
2025-12-17T17:35:43Z,pak gita jam pun akan kami dengarkan karna ini kepentingan masyarakat indonesia anak cucu penerus bangsa
2025-12-17T16:15:15Z,aku guru honorer tahun blom mendapatkan sertifikasi dan bantuan tp mendengar percakapan ini seperti masa depan akan cerah terimkasih pak mentri
2025-12-17T15:58:48Z,seandainya semua mentri berbicara se tekhnis ini yakin indonesia emas ga akan cuma jargon
2025-12-17T15:58:14Z,gila ini bener gilaa semoga negeri ini semakin membaik
2025-12-17T14:20:39Z,masuk perpustakaan jam pagi dan keluar jam malam betul betul harus seefort itu untuk menyusull ketertinggalan luar biasa
2025-12-17T14:17:04Z,this is too good to b true thx indeed pak gita enlighted
2025-12-17T13:20:19Z,buktiin sendiri jangan kata orang
2025-12-17T13:20:11Z,tempatnya asik cobain sendiri
2025-12-17T13:18:55Z,sekali datang pengen balik
2025-12-17T13:18:37Z,jangan cuma nonton datangin
2025-12-17T10:30:48Z,makasih pak gita
2025-12-17T10:01:13Z,cihuy bapak
2025-12-17T09:40:16Z,menit smpe an bicara kunci dari segala kunci masa depan nkri pengelolaan talenta unggul
2025-12-17T08:03:03Z,pak pur kapan ada penangkapan besar an kok ditungguin gak terjadi sih apa bapak cuma omon
2025-12-18T12:36:07Z,coba dipikir secara logika masih yakin dengan wowo dan pejabatnya
2025-12-17T07:57:42Z,mau belajar ekonomi itu dimulai darimana dulu ya
2025-12-17T07:47:30Z,andaikan semua menteri kayak pak purbaya lah ini malah mirip bahlil
2025-12-17T07:41:34Z,yang kuwantawanti meski oot stop segala produk makanan cina mentah atau siap konsumsi sebelum rakyat indonesia tua muda penuhin rumah sakit
2025-12-17T07:33:10Z,aset bangsa sedang diskusi untuk kepentingan kajayaan bangsa dan negara tontonan mahal terima kasih buat anda berdua semoga dilindungi dan senantiasa diberikan kesehatan oleh allah
2025-12-17T06:40:32Z,pak purbaya base nya jangan kita hitung pak gita siap pak purbaya base nya pak gita okeh sorry bahlil pening pala saya
2025-12-17T06:04:22Z,secercah harapan untuk pemerintahan saat ini salah satunya dari pak purbaya
2025-12-17T05:37:43Z,kepala sekolah saja sudah banyak yg korupsi pendidikan dimulai dari sekolah yang bersih dan berintegritas
2025-12-17T04:58:30Z,pikiran orang indo ngapain sekolah jauh tinggi kalau bisa buat ijasah palsu h
2025-12-17T03:17:48Z,saya suami istri bukan lulusan eksak gimana ya biar anak saya nanti mau sekolah teknik
2025-12-17T03:11:20Z,secara ga sadar iq gw naik drastis nonton ini
2025-12-17T02:42:17Z,insightful sekali pembahasan ini
2025-12-17T02:23:23Z,isinya daging semua
2025-12-17T01:16:22Z,intinya banggakrn wawasan baru yang dulu ditutup tak terbuka
2025-12-17T00:05:31Z,berasa lagi kuliah ekonomi s ilmunya high level
2025-12-16T22:07:06Z,jshfhbyi
2025-12-16T19:55:57Z,insyaallah akan banyak anak anak yang pintar asalkan gaji guru dinaikkan kalau bisa x lipat gaji umr
2025-12-16T19:00:22Z,yang sebelomnya ngapain aja ya
2025-12-16T18:08:06Z,pak gita dan pa purbaya kayaknya duet yang bagus dan dirindukan bangsa ini
2025-12-16T16:58:18Z,aminn ya allah semoga indonesia kedepannya banyak orang pintar
2025-12-16T16:45:50Z,ini adalah tontonan eksklusif abad ini daging smua
2025-12-16T15:52:13Z,sebagai orang yang bukan berlatar ekonomi podcast ini menjadi penggerak saya untuk tumbuh lebih melek akan semua untuk mempelajari dalam bidang apapun dan cita karir yang saya kejar agar dapat membantu laju positif ekonomi semoga saya kelak menjadi salah satu orang yang bermanfaat dalam menggerakan menumbuhkan bukan hanya untuk negeri ini melainkan untuk kelangsungan hidup penerus selanjutnya rasa haus belajar saya bangkit kembali terima kasih bpk purbaya dan bpk gita amalanmu bermanfaat
2025-12-16T15:43:30Z,beruntung bisa nonton perbincangan sepenting ini
2025-12-16T15:29:07Z,wow membuka wawasan sekali terima kasih pak
2025-12-16T15:00:59Z,luarbiasa sehat sehat pak panjang umurr semoga tercapai semua plannyaa aamiin
2025-12-16T14:52:41Z,doa saya cuma semoga pak purbaya ga kena reshuffle
2025-12-16T14:22:30Z,pak gita dan pak pur saya berencana untuk ambil doctoral program untuk data science dan ai tapi memiliki informasi yang minim mengenai scholarship program jika pak gita dan pak pur mau mengadakan workshop dan tempat untuk bertanya saya mau ya pak infonya saat ini saya ikut online short course mengenai data science dan ai for business heheterima kasih atas perhatiannya pak
2025-12-16T13:23:59Z,berat berat semua bacaannya pak pur
2025-12-16T13:16:21Z,pak undang ustadz budi ashari dong pemikirannya beliau keren lho pak cocok buat diajak diskusi barakallahu fiikum
2025-12-16T12:39:02Z,intimate sekali terimakasih banyak pak gita dan pak pur
2025-12-16T12:11:00Z,saya merasa kuliah gratis
2025-12-16T09:58:42Z,obrolan yg luar biasa sekali untuk orang awam seperti kita terima kasih pak gita dan pak purbaya sehat untuk anda dan keluarga amin
2025-12-16T08:08:24Z,ni tontonan mewah amat tonton semua iklannya ah
2025-12-16T07:31:02Z,ide gagasan perspektif kalau ruang disusi kayak gini pasti indonesia bisa
2025-12-16T07:06:27Z,semoga niat pak presiden pak prabowo mau buat sekolah quot yg baik dan bagus serta gaji guru yg bagus karena guru yg mencetak murid yg pintar baik dan bener semoga terwujud amin yra
2025-12-16T06:02:27Z,i am very happy that pak purbaya is thinking about the quot kesejahteraan guru quot i hope that all your programs will be successfully achieved and run well and i hope that one day my children will achieve an lpdp scholarship astungkara
2025-12-16T05:32:38Z,daerah lebih suka bangun monumen untuk mengenang jasa mereka
2025-12-16T05:26:22Z,lebih berkelas drpd rapat dpr yang yang inovasi per orang ratusan juta
2025-12-16T03:39:42Z,daging bgt terima kasih suntikan ambisi dan inspirasi nya pak bapak
2025-12-16T02:54:16Z,buku yg d baca pak mentri apa yah
2025-12-16T01:53:58Z,gara nonton podcast ini saya hapus channel podcast gak penting lainnya saatnya kita bangkit bangun indonesia bersama
2025-12-16T01:42:46Z,purbaya
2025-12-16T01:42:17Z,undang timothy ronald pak
2025-12-16T01:21:10Z,percuma kalau kecerdasan rasional sering dibajak dan disandera oleh kecerdasan emosional
2025-12-16T00:04:49Z,podcast terbaik sepanjang no debat
2025-12-15T23:43:20Z,mantab terimakasih pak purbaya
2025-12-15T22:33:00Z,masalah kita struktural bukan cuma masalah sarana dan pra sarana tapi masalah persepsi kita gk bener
2025-12-15T22:13:31Z,daging level wagyu nih kalau dengar diskusi mereka
2025-12-15T14:16:14Z,makin pinter rakyat indonesia denger mereka
2025-12-15T14:12:07Z,gila seminar gratis nih amazing
2025-12-15T13:29:52Z,pns masa kerja tahun gaji pokoknya juta pak
2025-12-15T13:15:39Z,sm ngapain aja
2025-12-15T12:27:04Z,terlalu mewah pembahasan ini
2025-12-15T12:26:10Z,diskusi yang sangat bisa dinikmati harusnya mahasiswa menyimak
2025-12-15T10:11:04Z,obrolan bergizi yang tidak perlu menggunakan quot bahasa langit quot tapi orang yang menyimak meski awam juga bisa mengerti bagus
2025-12-15T09:54:06Z,what a way to say there is probably a loophole in the system gen z trained to think critically this generalisation answer is also a proof that they don t take into account the real problem do you offer trust integrity security the way you explained the prograg was too good to be true yet just simply because they are gen z they probably can smell something fishy underneath and doesn t buy the way this old people play with the system lol
2025-12-15T09:41:01Z,ini ni baru para negarawan lets go
2025-12-15T09:36:46Z,the passive aggressiveness throughout the conversation
2025-12-15T09:21:14Z,daging kualitas pembahasannya mantap
2025-12-15T09:16:36Z,keren ini baru diskusi
2025-12-15T08:37:32Z,kayaknya gue kangen bngt sm pemimpin yg setiap ngomong ambil kutipan dr buku atau paper yg credible dengerin ini gue terharu bngt
2025-12-15T08:12:27Z,ampun guru pak lo bukan
2025-12-15T04:48:41Z,kenapa harus membuat sekolah terintegrasi kenapa dananya tidak untuk development sekolah seperti kenaikan gaji guru perbaikan sekolah dan meningkatkan kualitas pengajar untuk kondisi saat ini saja kenapa integrasinya tidak bisa dibuat untuk kondisi sekolah saat ini ketimbang membangun dari nol
2025-12-15T04:29:13Z,orang pinter orang pinter ilmu
2025-12-15T04:03:36Z,saya dr temanggung sehat pak berkah selalu smga sllu dlm lindungan allah swt aamiinn allohuma aamiin dr lya nurmalia
2025-12-15T01:56:14Z,pembentukan otak sampai umur kenaikan iq sampai umur setelah keterbukaan yang menentukan nasib
2025-12-15T14:41:37Z,kenaikan iq itu bisa sampai usia dan puncaknya usia tahunan prefrontal korteks bahkan baru sempurna ketika usia tahun
2025-12-14T23:18:21Z,jaman p harto program banyak yg akan dikerjakan duit kurang sekarang duit sampai mengendap programnya kurang
2025-12-14T23:17:34Z,baca buku
2025-12-14T19:10:40Z,suara teknokrat selalu beda dengan politisi semoga istana negara kedepan isinya teknokrat yang bersedia disumpah untuk bekerja penuh demi kemajuan dan keberlangsungan sebuah negara
2025-12-14T18:50:24Z,walau gk setau dan sepaham itu kayanya daging semua sih obrolannya mereka
2025-12-14T17:55:17Z,banyak daging nya nih membuat optimistis terima kasih org piawai dan negarawan
2025-12-14T16:59:25Z,rasanya pak purbaya lebih tahu negara ini kalau bapak next nyapres saya pasti milih pak
2025-12-14T16:30:28Z,senang mendengar diskusi seperti ini
2025-12-14T16:17:34Z,coba semua mentri pemikirannya seprti ini jgn speti bahlil yg gaje
2025-12-14T15:47:38Z,tontonan mewah
2025-12-14T15:45:53Z,endgame selalu menyajikan tontonan mewah sekali
2025-12-14T15:44:36Z,key area in government finance ministry trade ministry and central banks needs to have a pro business mindset reducing tax policy practice coordinated open trade indonesia is a highly consumptive nation she needs to be a volume based economy
2025-12-14T15:13:16Z,obrolan berat tapi kerasa ringan mudah difahami bener bener obrolan daging
2025-12-14T15:05:55Z,beliau beliau ini kelihat membaca lalu mempraktikkannya
2025-12-14T14:32:05Z,serius ni orang udh cape belajar ambil kuliah s tanpa ada basic dr s s ekonomi puter otak jauh lebih melelahkan dibanding pekerjaan fisik sempat minta nyerah akhirnya bisa bangkit yakinlah tidak ada yg tidak mungkin dimana ada kemauan pasti ada jalan usaha tidak mengkhianati hasil motifasinya apa seoarang perempuan yg selalu menyemangati dan klo nyerah dia bakal kehilangan segalanya respect
2025-12-14T14:29:15Z,debottlenecking selalu diulang pak pur mau nunggu aksi nyata ny
2025-12-14T13:41:47Z,tuh ges belajar yg serius yok
2025-12-14T11:29:44Z,wah keren sks nih sehat selalu orang orang yang menyalurkan ilmu
2025-12-14T11:07:30Z,menunggu pak purbaya menyidangkan kasus mirae sekuritas
2025-12-14T10:26:05Z,terima kasih telah memikirkan kami para guru
2025-12-14T09:48:13Z,pak bukan
2025-12-14T09:30:31Z,tontonan yg luar biasa orang klo pinter it memang beda yaa kmi dari kampung dapat tontonan seperti ini sangat senang melihat bapak ini apalagi bekerja d pemerintahan untuk rakyat kami merasa tercerahkan akan pendidikan saya harap kami ini bisa menyekolahkan anak kami setingi tingginya disertai ahlak dan hati nurani yg tinggi juga amin
2025-12-14T08:52:52Z,belajar banyak terima kasih pak gita dan pak pur
2025-12-14T08:09:50Z,sangat termotivasi untuk menyekolahkan anak setingi tingginya dan sayapun jd ingin melanjutkan sekolah lagi kbetulan background ekonomi manajemen
2025-12-14T07:31:29Z,denger begini berasa masih kurang kuliah saya heheheh
2025-12-14T06:52:14Z,nyimak guru ini obrolan berkelas nih
2025-12-14T06:29:27Z,serasa kuliah lg
2025-12-14T06:26:45Z,hire timoti ronald aja pak kan katanya jenius ekonomi dia
2025-12-14T06:20:14Z,coba buktikan kita tunggu omongan puraya ini benar atau tidak
2025-12-14T04:58:48Z,yuk temen yang belum bisa atau belum mampu sekolah lagi keep learning belajar apapun itu improve upgrade bukan cuma buat kita sendiri tapi buat generasi selanjutnya juga semangat
2025-12-14T03:57:18Z,kecewa tiada pengistiharan bencana national dari bapak presiden menyebabkan bantuan pemerintah turun kebawah lambat bantuan negara luar juga dipersulit hingga dimintakin pajak perlu pemimpin yang ceras untuk tujuan itu
2025-12-14T02:54:16Z,izin bapak gita bisa dong sekali dua kali anggota dpr diundang podcast bapak kita pengen tahu dpr ada pemikiran nya seperti pak menku atau hanya kosong
2025-12-14T02:09:34Z,undang timothy pak
2025-12-14T01:38:20Z,podcast quot ngelu quot ini ternak nyambung nggak ya
2025-12-14T01:21:19Z,tontonan ini yg saya tunggu diskusi para ahli bukan
2025-12-14T01:20:16Z,setuju kita perlu mengedukasi dan mencetak generasi emas indonesia memperbesar rasio lulusan s dibandingkan jumlah penduduk mempersiapkan anak cucu kita untuk menghadapi zaman dan tantangan yang berbeda dengan kita pendidikan adalah salah solusi mencerdaskan bangsa ditengah persaingan global dimasa depan
2025-12-14T01:17:55Z,masyaallah bapak keren ibu lebih keren
2025-12-14T01:01:42Z,doa terbaik buat tokoh hebat bismillah indonesia negara yg saya cintai bisa melaju lebih hebat dengan orang hebat sehat selalu dijauhkan dari hal yang jelek siap maju bersema bismillah
2025-12-14T00:58:50Z,mantap pak menkeu semoga indonesia lebih baik amin
2025-12-14T00:56:32Z,lah malah kita nontonin podcast rasa kuliah kwkw
2025-12-13T23:55:09Z,silahkan beri tantangan pada sekolah atau universitas swasta untuk menciptakan orang pintar yang berdedikasi untuk negara
2025-12-13T22:58:03Z,cerdas pak pur
2025-12-13T20:05:42Z,makasih pa puur ini baru mulai dan belum optimal tapi saya pedagang kaki mulai merasakan lagi ada nya perputaran uang saya pikir bisa lebih dari kalo berhasil semua rencana nya
2025-12-13T18:13:10Z,omongane tuan rumah model lembong tapi teorine koyok nganis nganis sitik mugo bermanfaat
2025-12-13T18:05:03Z,keren ini nm ny mentri brkwalitas confidence brintegritas jd serasa ikt kuliyah lg
2025-12-13T17:37:06Z,supply orang kurang karena biaya kuliah sangat mahal
2025-12-13T17:04:26Z,tontonan ini beneran gratis keren sih pak gita terima kasih pak
2025-12-13T16:38:47Z,harusnya pejabat atau menteri gini menguasai bidangnya bukan titipan partai dan dari sini kita harus akui bahwa pendidikan tinggi adalah salah satu cara menjaga nkri tetap bertahan dan tetap bisa bersaing dengan bangsa lain
2025-12-13T16:38:46Z,asli keren ni orang
2025-12-13T17:39:58Z,bapak ini jadiin wapres aja
2025-12-13T15:38:02Z,wow sangat daging kontennya bagaimana dgn indikator kkn korupsi kolusi nepotisme ini sumber kekacauan utama harusnya bagaimana strategi kalian mengontrolnya
