Comment,emotion,confidence
izin gita dong sekali kali anggota dpr undang podcast ken tahu dpr pikir menku kosong,joy,0.6517738699913025
undang timothy,fear,0.46037036180496216
podcast quot ngelu quot ternak nyambung,anger,0.6022449731826782
tonton tunggu diskusi ahli bukan,anger,0.6504756212234497
tuju perlu edukasi cetak generasi emas indonesia besar rasio lulus banding jumlah duduk siap anak cucu hadap zaman tantang beda didik salah solusi cerdas bangsa tengah saing global masa depan,joy,0.8283225297927856
masyaallah keren ibu lebih keren,anger,0.6824174523353577
doa baik buat tokoh hebat bismillah indonesia negara cinta laju lebih hebat orang hebat sehat selalu jauh jelek siap maju sema bismillah,joy,0.4661181569099426
mantap menkeu moga indonesia lebih baik amin,anger,0.6779366731643677
malah nontonin podcast rasa kuliah kwkw,joy,0.5083706378936768
silah beri tantang sekolah universitas swasta cipta orang pintar dedikasi negara,joy,0.6336588263511658
cerdas purbaya,anger,0.5498351454734802
makasih puur baru mulai optimal dagang kaki mulai rasa putar uang pikir lebih kalo hasil semua rencana,anger,0.48913127183914185
omongane tuan rumah model lembong teorine koyok nganis nganis sitik mugo manfaat,joy,0.5279183387756348
keren tri brkwalitas confidence brintegritas serasa ikt kuliyah,joy,0.9472497701644897
supply orang kurang biaya kuliah sangat mahal,joy,0.5806971192359924
tonton beneran gratis keren gita terima kasih,anger,0.5290215015411377
harus jabat menteri gin kuasa bidang bukan titip partai sini aku didik tinggi salah satu cara jaga nkri tetap tahan tetap saing bangsa,anger,0.5214893221855164
asli keren orang,joy,0.43650108575820923
jadiin wapres aja,anger,0.6112304329872131
wow sangat daging konten bagaimana indikator kkn korupsi kolusi nepotisme sumber kacau utama harus bagaimana strategi kalian kontrol,anger,0.6251815557479858
depan hati pilih tri uang bijak tri sebut anda purbaya jabat tri uang indonesia capai tingkat makmur lebih baik apa coba maksud sri mulat cekik ekonomi indonesia apa benar agen asing tugas buat indonesia tidak kembang apa negara maju takut indonesia jadi saing segala bidang gas purbaya dukung,joy,0.6186925768852234
cocok cerdas dua,anger,0.5004763603210449
baru kali podcast isi knowledge tingkat tinggi,joy,0.9004778861999512
tambah ilmu wawas podcast terima kasih gita purbaya,joy,0.8250921368598938
begawan ekonomi indonesia,joy,0.6549402475357056
pinterbanget orang buseet,joy,0.5476091504096985
learning,joy,0.9439188838005066
episode bener quot absolute cema quot,anger,0.5047299861907959
ijin ambil linkny,joy,0.41567936539649963
semua tawa tawa karir,anger,0.6608984470367432
adu mekanik,anger,0.6695995330810547
jangan mati dulu gen butuh sosok seprtei,anger,0.5335687398910522
sehat selalu orang baik,anger,0.505216658115387
purbaya said quot ganggu investasi orang sendiri quot lintas instansi indonesia bahkan ranah sipil ormas liar,anger,0.8664785623550415
ngomongnya ngap purbaya asli beliau pinter skali,joy,0.47930672764778137
adil sri mulyani,joy,0.8871555328369141
mau,anger,0.7978890538215637
monyet sini suka konten isi ngapain kuliah,anger,0.6135234236717224
bukan asing gamau kesini orang sini sulit,anger,0.4100533425807953
gila podcast gita bawa daging semua,joy,0.45016801357269287
hilir dampak baik buruk pas jawab ukur bro purbax,joy,0.4732849895954132
apa,anger,0.6424401998519897
diskusi akal sehat indonesia bukan kualitas diskusi buat pusing kepala baik bijak sifat cara respon tanya jawab kudo purbaya gita,joy,0.779617965221405
apa semua cara rencana jalan kalau mungkin hukum mati koruptor terap,joy,0.5571151971817017
masuk top ten tonton banyak lama channel hadir makasih,joy,0.6969488859176636
tuju action tegas buat aman jalan kerja ojol,anger,0.5127443671226501
alhamdulilah tonton mutu,anger,0.7295173406600952
daging semua bobot,joy,0.38860246539115906
harap jabat begini semua,anger,0.7545152306556702
kasih aja beasiswa,anger,0.6084988713264465
kades nyuruh purbaya lengser nonton tidak,anger,0.5087659955024719
debottlenecking proses identifikasi hilang hambat bottleneck sistem produksi operasional tingkat efisiensi kapasitas kerja seluruh cara lebar titik titik hambat alir bayang jalur rakit satu stasiun kerja proses unit per jam stasiun stasiun lambat bottleneck debottlenecking fokus tingkat stasiun sebut misal tambah mesin operator proses lebih banyak seluruh jalur produksi lebih unit per jam,anger,0.3965572416782379
lirik orang sulit,anger,0.4830043911933899
aura,joy,0.6467233300209045
translansi ketidakpastian resiko lulus stem yakin investor naik fdi bukan ekonomi tumbuh otomatis fdi naik banyakin lulus stem investor perlu pasti hukum gita ajak purbaya bareng mahfud duduk bareng git,joy,0.7364696264266968
moga purbaya selalu lindung tuhan benah ekonomi bangsa,joy,0.5817744731903076
rubah ketidakpastian jadi resiko,joy,0.46308377385139465
istri purbaya topang ekonomi indonesia,joy,0.7907019853591919
denger bicara tinggal sdm sistem didik rencana target jangka panjang cetak sdm qualified buat lanjut nkri gaji guru relitas butuh hidup ajar guru dosen nang bismillah insyaallah moga allah swt beri mudah,joy,0.8150410652160645
bahas mantep,anger,0.5648446083068848
mantab cek lapang,anger,0.7394534945487976
duo terbaikk,anger,0.45701634883880615
sukses purbaya mantap gita induksi tahu manfaat,joy,0.531451404094696
ganti presiden skrang tidak mampu kembali dolar era alm soeharto mau bilang heran kok aneh sda indonesia limpah kok gin aja apa jabat hebat,joy,0.45909953117370605
thanks gita purbaya,joy,0.9958985447883606
tunggu menkeu jalin kerjasama antar kampus top dunia,anger,0.4083924889564514
otak keterbukaa,anger,0.6822905540466309
keluar lps tidak diterusin kan kaan kaan,anger,0.4557740092277527
moga anggota dpr nonton,anger,0.5108029246330261
walaupun tidak sepenuh erti terlalu tarik,anger,0.5485911965370178
gita ayah adipati bukan,joy,0.8445591926574707
bkn adpati bpknya bule,joy,0.4454711377620697
keren bobot buka paham kurang panjang nih tambah,joy,0.45083755254745483
menteri idam,joy,0.3872917592525482
undang timothy ronald,anger,0.4132048785686493
please undang ichsanuddin noorsy,anger,0.4346458315849304
sehat selalu purbaya,joy,0.5456641316413879
rumitt ada jabat,joy,0.5838097929954529
wkwk gen pengaruh psikologis,fear,0.5274655222892761
podcast mahal tahun,anger,0.44203799962997437
padahal bahasa indonesia paksa pakai subtitle indo erti tidak tinggal,joy,0.7092984318733215
tetap sehat,anger,0.7329551577568054
dear lpdp awardee see betapa harap banyak kalian kalo bukan kalian siapa kalian harap akhir,anger,0.6250056028366089
tergantumg niat tuju abdi oportunis kaya diri,anger,0.4613220989704132
iloveyou purbaya,joy,0.6245832443237305
gitu gitu gitu gitu bahas sangat tarik nanti sumber daya energi baru guna teori superkonduktorkebetulan ahli paham teori sebut sya lulus elektro pakbangga sekali dapat sempat dengar bicara padat informasi tahu thx gita menkeusalam power one,joy,0.7727950811386108
ingat gita soal angka luar biasa,joy,0.505699872970581
gabung purbaya bosman mardigu podcast greget,joy,0.43629878759384155
kalo orang perintah optimis pilih hati,joy,0.6210217475891113
cilaka sunda dapet purbaya,joy,0.7296794056892395
beneran vidio gratis,joy,0.8114264011383057
orang kirim via lpdp panggil pulang semua pasti negara jamin kerja lindung negara baru investor masuk,joy,0.7126849293708801
cuma kadang kadang ngeganggu orang sendiri,anger,0.4675997197628021
cakap asik daginh bangets,anger,0.701287567615509
harap gita damping purbaya staff khusus perfect ekonomi indonesia jauh lebih baik insya allah,joy,0.9962781071662903
luarbiasa makasih mas gita,joy,0.6881788372993469
betah nonton full podcast,joy,0.6325582265853882
purbaya mantap titip lembaga lembaga bawah naung tri uang bea cukai pajak resin purbaya,joy,0.44027000665664673
orang anak bangsa sangat cerdas makasih purbaya gita buat kuliah singkat tambah tahu indonesia butuh banget orang cerdas,joy,0.4164106845855713
baru pimpin visioner,joy,0.6435640454292297
daging,anger,0.622715175151825
tonton keren makasih,anger,0.701809823513031
allah mudah aamiin,anger,0.6017010807991028
dpr left the room,anger,0.9379902482032776
paket kombo,anger,0.6676231026649475
habis nonton bayangin trus nonton podcast bahl ngobrol kira apa obrol,joy,0.7618829011917114
indonesia emastopbgt wauw,joy,0.5165241360664368
undang gibran jokowi,anger,0.4525458514690399
gabisa kata kata terlalu daging,anger,0.6020104289054871
tambah literasi syukur liat podcat isi daging begini politics,joy,0.5354241132736206
ormas hapus,anger,0.5499484539031982
tidak kurang orng pintar intlektual kurang orng pintar emosionalpotong generasi bentuk generasi baru milik mental emosional baik,fear,0.47002512216567993
dlu dlu sekali pernah tri bilang guru ibu beban negara,joy,0.9515436291694641
nekolim,anger,0.43248844146728516
kok jawab kait kendali hutang indonesia menkeu purbaya,joy,0.4896552860736847
andai menteri manusia langkaterimakasih orang orang hebat,joy,0.4668910801410675
menagis bahagia dengernya bismillah moga indonesia makin sejahtera kelola orang baik bangsa pimpin,joy,0.504533052444458
memang baik kalau menteri tidak lahir partai,anger,0.462049275636673
berat senyum menkeu selalu sejuk,anger,0.7875451445579529
terima kasih gita purbaya,joy,0.7474352717399597
kadang cari bukan jawab arah podcast ngasih dua terimakasih gita purbaya,joy,0.7673566937446594
malah haru,anger,0.6980370283126831
,anger,0.5040603876113892
hidup keras cipta manusia cerdas manusia cerdas cipta hidup santai hidup santai cipta manusia bodoh manusia bodoh cipta hidup keras sukses hanya ujung segala coba gagal untun poles rasa penasaran semangat tinggi pikir buka optimis,joy,0.6425397992134094
bagi awal awal petik sedikit fenomena begini evidence based not jurnal but book keren purbaya,joy,0.5759854912757874
harus tupoksinya tri didik sayang tri didik misi gonta ganti kurikulum,anger,0.4665294885635376
podcast sangat keren,anger,0.5551221966743469
usaha tentu halangin orang sendiri contoh mana purbaya,joy,0.7271931171417236
podcast cerdas bangsa indonesia terimakasih sangat edukasi rakyat jelata perlu sekali tahu sperti moga sehat selalu,anger,0.563055694103241
mau beasiswa ekonomi jadi ekonom,joy,0.5863429307937622
purbaya gedabrus tok,anger,0.4527997076511383
buat otak dungu komennya kanu omong cermin isi otak,anger,0.604679524898529
sedang kuliah ekonomi,joy,0.6581189036369324
top,joy,0.5046488642692566
aduh gen ampuun gen aja bingung mengahadapi gen,anger,0.5406402945518494
yakin perintah ken rakyat pinter,anger,0.8773412704467773
ily purbaya,joy,0.49948716163635254
hebat prabowo angkat purbaya menteri uang briliant,anger,0.5632524490356445
untung saksi merekasemoga selalu sehat panjang umur,joy,0.6543161869049072
daging semua anjeeng gue aja ajar erkonomi tahun baru nyadar cerah sekarang,joy,0.46424663066864014
orang kimia coba dengerin ekonom,joy,0.37647008895874023
halo sarjana nuklir magister fisika senang dengar jelas purbawa clear buat orang awam ekonomi feedback kritis gita this outstanding podcast,joy,0.9975946545600891
sehat sehat,anger,0.6089689135551453
tadi percaya purbaya lihat apa kerja ragu kayak semua omon belaka dukung purbaya siap kecewa,joy,0.5456298589706421
aku ngerasa kuliah nonton luar biasa,anger,0.6150054931640625
wow positif informatif adil sisi paham sudut pandang perintah sudut pandang rakyat semua masalah keren keren macam titik temu kompromi damai banget,joy,0.8354119062423706
mahal,fear,0.3617953658103943
daging semua bicara mudah paham meski level tinggi,joy,0.6423991322517395
untung orang nonton dialog orang keren gratis cuma modal kuota internet bayangin ilmu obrol orang level mungkin lebih seminar tiket juta terima kasih gita endgame,joy,0.6532430052757263
nikmat sekali topik bicara thenks,anger,0.4245535731315613
asa ndengerin senior diskusi,anger,0.5327815413475037
moga indonesia makin baik depan,joy,0.5015841126441956
purbaya investasi asing banyak lirik sendiri sulit,joy,0.7737905979156494
baru kali nonton skip,anger,0.4634760618209839
yakin purbaya ijasahnya asli,anger,0.6770763397216797
thanks million may allah reward you all with goodness,joy,0.9959349632263184
daging semua edisi baik endgame,anger,0.5100083351135254
bismillah dukung mulai tutupin barang impor ilegal laku domestik lebih dominan baik tumbuh ekonomi laju iklim investasi tarik investor,joy,0.887248694896698
when put the right person the right place,joy,0.8703553080558777
mewah bener podcast macem liat meeting avengers wkwkw mantaapp,anger,0.46041139960289
thks gita mberikan sempat paham ekonomi,joy,0.6494916081428528
they are open minded persons,joy,0.9928499460220337
daging semua bos gin kalo orang pintar discuss,anger,0.6319801807403564
orang cerdas indonesia aset bangsa,joy,0.5012050271034241
mnt paham kalo nyimaknya pake roso rasa,anger,0.5244636535644531
soshum ketidakpastianstem probabilitas,joy,0.7031603455543518
gita wiryawan will appreciate you able make the plan busy your podcast schedule invite ferry latuhihin god bless you,joy,0.982568085193634
indonesia benar banyak anak pinter tidak dapat jalan bimbing oke banyak anak pinter autodidak cari jalan sendiri bahkan banyak lantar,anger,0.4440329670906067
gaji guru honorer daerah tidak juta bawah juta ada sedang guru sertifikasi senior juta lebih mohon perhati timpang,joy,0.9476850032806396
kirim gibran program biar jadi wapres bangga indonesia,joy,0.6730551719665527
izin nanya program sekolah rakyat bukankah negeri banyak bahkan banyak tidak murid saing ketat swasta,anger,0.6714345216751099
hope resposible with your knowledge trush you can make indo growth this econom,joy,0.9973583817481995
bener tonton sangat ekslusif orang sangat paham ekonomi domestik global good job menkue purbaya terimakasih gita,joy,0.99490886926651
heran perintah demen ambil menteri parpol tidak nyambung ilmu padahal teknokrat kan enak bener jalan rumah tangga negara,joy,0.4208415746688843
tonton mewah tahun,anger,0.8013322353363037
alhamdulillah nyata orang indonesia pintar walaupun sedikit,joy,0.4316275119781494
dua orang luar biasa moga gen serap sesuai kembang depan bangsa negara terimakasih dua luar biasa,anger,0.49732521176338196
nyata orang oknum sulit negara sendiri yuuk semangat optimis,joy,0.7810371518135071
bahas sangat tarik walaupun banyak bahasa tidak terlalu paham orang,joy,0.5256216526031494
nah sekolah rakyat konsep nyata bagus tuju jangka panjang mulia lama media mainstream pandang negatif,joy,0.7262595295906067
tukang las lihat serasa jadi direktur bri dengerin menejer presentasi,anger,0.4680933952331543
hidup purbaya merdeka moga serta keluarga sehat selalu panjang umur semua cita capai bahagia sejahtera atas juang maju ekonomi indonesia rakyat indonesia ucap terimakasih moga beri berkah kebarokahan rejeki umur amiin purbaya yudhi sadewo maturnuwun,joy,0.6262890100479126
sorry kalau kes hiperbolik podcast mahal jauh,sadness,0.9880023002624512
maksud gimana,anger,0.5538557171821594
asli lebih banyak ajar nonton pantas siapa jangan pernah rasa puas ilmu ilmu benar benar luas tidak batas,joy,0.4747566878795624
tuju banyak profesional bidang agriculture manufacturing economic terupdate proses berfikir fungsional peperangan ideologi kolot jangan lupa banyak plta pltu pltn close semua,joy,0.7327130436897278
siapa sini bukan anak ekonomi dengerin selesai asa banyak banget istilah tidak erti tetep nikmat,joy,0.45995062589645386
bayang kuliah ekomoni pas sidang nanya,joy,0.459684818983078
ken masuk beasiswa purbaya,anger,0.5988936424255371
smg depan makin banyak orang spt beliau pinter amanah shg politikus pencintraan tidak laku,anger,0.8019653558731079
sini ajar orang ada atas nyata banyak badai penuh korban,anger,0.5233808755874634
tonton langkah awam ekonomi tarik,anger,0.44486215710639954
please undang ichsanudin noorsy,anger,0.6016800999641418
dosen gaji jamin,anger,0.5542472004890442
purbaya sedang bohong soal kereta cepat whoosh tumbuh ekonomi tengah atas,joy,0.7028688192367554
aduhh macem erti aja,anger,0.5800192356109619
apa,anger,0.6424401998519897
orang mengajarin tehnik praktek mahasiswa perlu sukses,joy,0.5249218344688416
bagus gita keren,joy,0.42573100328445435
presiden banyakin menteri kualifikasi tinggi sesuai bidang liat impact cipta menteri kompeten purbaya,joy,0.8043628334999084
,anger,0.5040603876113892
inti jikau mau cepat tumbuh ekonomi bantu sektor swasta tumbuh utama startup lokal baru kembang,joy,0.9408748745918274
besar domestik,joy,0.5619235634803772
ups know you wanna laugh purbaya,joy,0.9654581546783447
ajar ekonomi gratis terimakasih gita sehat purbaya aamiin,joy,0.8965713977813721
undang bahlil ken tau isi kepala apa wkwkwkkw,anger,0.6184484362602234
assalamualaikum purbaya bya sehat selalu mamah hartati manah hadiah bapa presiden perabowo sehat selalu presiden salam hormat mamah hartati karawang wasalam,anger,0.5146843791007996
assalamualaikum bagai mana kabar keuwangan mulain kembang baik sehat selalu sekeluwarga amin wasalam,anger,0.5385186672210693
thank you interview gita purbaya harap rakyat tingkat ada berita,joy,0.9261775016784668
orang menteri pikir top,joy,0.6540435552597046
orang buat gue tambah semngat sekolah anak gue,anger,0.4923709034919739
ngeri pokok semua tanya jawab ilmu lengkap referensi bukan dongeng penting kelompok,joy,0.48323795199394226
tuju perlu tingkat sejahtera tenaga ajar,joy,0.44113507866859436
obrol kelas tinggi mudah dpahami keren menkeu,anger,0.45339739322662354
tidak perlu buat sekolah baru smp sma negeri tinggal tingkat kualitas didik baik sistem didik,anger,0.48084983229637146
sebenernya banyak bibit anak bangsa cerdas bnyak sekali tidak milik sempat didik lebih tinggi banyak faktor salah satu faktor ekonomi,joy,0.6010364890098572
jangan cuma cetak mafia berkeley jilid coba dekat ekonomi tuhan cinta kasih rata manfaat,anger,0.8089844584465027
negara bobrok milik satu quot sistem quot makanya tidak tata baik dri segala lini,joy,0.5046718120574951
luar biasa terima kasih atas sharing informasi ilmu purbaya gita moga sehat selalu indonesia capai tumbuh ekonomi sesuai rencana,joy,0.8506223559379578
bunuh darah dingin ceki kasih napas sedikit cekik napas sedikit,anger,0.5806939601898193
obrol berat enak dengar respect purbaya gita,joy,0.9659919142723083
bijak buat harap baik depan gita selalu bilang quot alhamdulillah insyaallah quot respect bro bukan dar podcast sumber referensi tahu penting baik nkri,joy,0.5382698178291321
orang mesti kerja aja puja puja padahal standar kerja benar sesuai,joy,0.5531672835350037
pmk tahun reaksi kerja menteri desa purbaya,anger,0.7543964982032776
kuliah dulu sks,anger,0.6265136003494263
coba semua jabat right man the right place kayak gin kerja sesuai kompetensi bukan insentif politik maju negara,anger,0.8591496348381042
lanjut bahas siap orang pintar guru bayar tinggi ngobrol menteri didik bahas kurikulum sesuai tantang masa depan,joy,0.9002173542976379
this podcast invaluable,joy,0.9973021745681763
like this podcast,anger,0.6087091565132141
terimakasih gita selalu saji acara sangat kualitas tinggi diskusi sangat manfaat,joy,0.655249297618866
terimakasih gita purbaya,joy,0.6978355646133423
podcast kualitas embel like comment and subscribe,anger,0.6771949529647827
hebat istri mengencourage suami,joy,0.4376335144042969
psk purbaya benar pintar,joy,0.46921542286872864
salfok genz mental,anger,0.3870704472064972
haru optimisme menkeu sehat selalu purbaya the moon for all,joy,0.7151336073875427
makasih,anger,0.6786091327667236
tidak telat nonton pokok,anger,0.4434111714363098
pokok apa bijak purbaya ikut ter uji hati bersih indonesia jaya,joy,0.5926240682601929
purbaya lihat gagap bahasa intelek gita lihat beberapa kali purbaya ucap kata maksud,joy,0.8193274736404419
felt like watching economic practitioners exchange insightful conversation for the better nation just like bloomberg,joy,0.9945923686027527
kuliah tahun kerja tahun arti nikah around early pas mau kuliah,anger,0.49111008644104004
sangat mutu sekali,joy,0.418056845664978
dapet kuliah gratis dara pakar ekonomi indonesia kapan isi daging semua,joy,0.6220272779464722
makin banyak kerja makin banyak didik,anger,0.8911221623420715
tadi sempat dengar purbaya sebut papernya milton friedman salah satu referensi redam krisis agustus september kemarin kalau tahu papernya tulis milton bareng anna schwartz rilis tahun kan mau baca soal,joy,0.6071794629096985
podcast mahal pernah terimakasih gita,joy,0.4379006624221802
moga tumbuh purbaya purbaya lebih banyak negara,anger,0.6330379247665405
menteri dagang sby trlalu banyak istilah istilah makanya peertumbuhan lambat,anger,0.5638476014137268
terima kasih banyak gita purbaya komennya bener bener inspirasi warga lanjut sekolah lagi gitu,anger,0.5594658255577087
undang wawancara gibran dong gita,anger,0.41585004329681396
pimpin pikir ttg didik masuk guru sistem pbm keren produk didik tidak lihat instan,joy,0.9207841753959656
detail bagus gita kasih subtitle biar awam paham,joy,0.7457125782966614
fiuh jam tidak asa terimakasih atas video sangat bagus terimakasih atas ilmu,joy,0.6320478320121765
keren,anger,0.6215807795524597
sehat selalu butuh orang harap lebih logis denger,anger,0.7197821140289307
kelas sekali kuliah sini,anger,0.7477088570594788
kelas obrol,anger,0.836641252040863
juta views look that the people are thirst for knowledge and deep smart conversations thank you gita purbaya,joy,0.9987239241600037
meritocracy tuju indonesia lebih baik,joy,0.8990852236747742
quot belakang quot,anger,0.532433032989502
tidak daya sekolah,anger,0.4697103500366211
dongeng derama nyopet duit rakyat ala tks purbaya gita,joy,0.6855684518814087
keren purbayakemenkeu bangga bawah purbaya,joy,0.5339716672897339
orang orang luarbiasa,joy,0.4673856198787689
gita usul wawancara mahmood mamdani ayahanda zohran mamdani matur suwun,anger,0.6688272953033447
mewah sekali gita terimakasih saji mewah,anger,0.756257951259613
moga indonesia jaya,joy,0.562566876411438
menteri langka menteri ajak cakap dasar aja ngangong ngangong tidak nyambung,anger,0.4865482747554779
gita liat puas bahas soal teknis cerdas sehat orang orang pintar indonesia,joy,0.5339734554290771
harap semua pada,anger,0.939949631690979
didik tinggi orang ceplas ceplos pemikiranya meng inspirasi orang baru orang sunda mantap,joy,0.538489043712616
bukan beliau jawa bukan sunda cmiiw,anger,0.6306941509246826
tulen from bogor,anger,0.7237103581428528
mewah,anger,0.8321730494499207
kueren,anger,0.41785773634910583
terusin banyak bincang bintang tamu menteri purbaya gin kalau undang mantan menteri uang sri mulyani ajak debat sini sama purbaya,joy,0.643276572227478
rumit tugas perintah sekarang baik banyak salah perintah belum,anger,0.5199437141418457
tri juang salary guru yaa hidang makan layak,joy,0.7722294330596924
panjang umur king purbaya,joy,0.72208571434021
berat berat bincang tarik terima kasih sehat sehat,anger,0.5365382432937622
berat bahas dengar googling,fear,0.4971946179866791
bukti hasil,anger,0.5069296956062317
quot perlu orang pintar lebih banyak quot,anger,0.571885883808136
berat topik,anger,0.45945805311203003
wawas keren luas maju indonesia,joy,0.4043305516242981
the pure knowledge bravo purbaya,joy,0.9963110089302063
orang ganteng ngomong,anger,0.5010054707527161
cocok,fear,0.4408245086669922
wawancara kalau ibarat mobil mobil ferari kalau team sepakbola ibarat nonton barca madrid sangat kelas thx gita,joy,0.4197970926761627
podcast kelas lama dengar tks,anger,0.7204188704490662
tunggu,anger,0.5988571047782898
meski banyak bahasa tidak aku paham inti bincang sangat super terima kasih insightnya,joy,0.9719478487968445
cerdas sangat pikir donesia,joy,0.7997928261756897
purbaya orang sendiri sulit,joy,0.6491937041282654
purbaya tidak cuma pintar strategi ekonomi bagaimana ubah jaga perspektif masyarakat,joy,0.6094387769699097
daging semua,anger,0.5248465538024902
keren gita purbaya sehat selalu buat,joy,0.506744384765625
daging semua orang pintar,joy,0.4541530907154083
satu kata muuanntapp,anger,0.5386942028999329
orang guru baru angkat kemarin paruh waktu belum gaji honor,joy,0.9827447533607483
quot nyata bottle necknya orang sendiri quot purbaya tanam budaya jujur dar dini tanam budaya taat atur dar dini tanam budaya disiplin dar dinikarna kondisi masyarakat sangat jauh point atas kalang bawah atas moga atas perhati naik ekonomi berat,joy,0.6093882918357849
terimakasih,anger,0.6616193652153015
pikir podcast menit malah rapat,anger,0.4472236931324005
begitu orang ilmu imbang jadi diskusi,joy,0.4586917459964752
faking gen,anger,0.6146360635757446
interesting,joy,0.6484420299530029
milenial produsen gen alpha tingkat cerdas kritis jauh lebih tinggi lihat harap masa depan baik tonton diskusi,anger,0.5335581302642822
tri idola gue bravo purbaya,joy,0.9200649261474609
allah asa pinter denger orang ngobrol,joy,0.5012685656547546
beliau jabat menkeu denger podcast khawatir krisis ekonomi lama beliau jabat,joy,0.7829017043113708
gita coba undang mas wapres,joy,0.5191574096679688
wapres ogah,anger,0.7777878642082214
menang haru mlihat dengar wawancara harap tumbuh,anger,0.9712280035018921
mantap benar sekali lanjut,anger,0.6022458672523499
fix ijazah asli,joy,0.6693521738052368
obrol santai gizi salam sehat keluarga semua,anger,0.4274235665798187
islam pikir islam tumbuh iman islam kerja terusi lanjut hukum tetap jalan sesuai hukum islam yes esa isa allah hidup iman islam bawa damai adem ayem rukun islam satu juang tegak hukum tuhan yme maha asih sayang maha kam firman allah tuhan cinta tanah air satu jiwa satu hati satu tubuh satu kuat suci satu satu satu dalam ilmu bumi ilmu alami islami buka pintu hati,joy,0.5275181531906128
wow,surprise,0.7644744515419006
sini purbaya sering sebut privat sekotr tau maksud privat sektor terima kasih,anger,0.5611193180084229
sektor swasta,anger,0.6829519867897034
terimakasih info,joy,0.7087143659591675
harus kayak gitu paksa diri pintar,joy,0.6557176113128662
koperasi banyak hancur tidak cari dana likuiditas biaya operasional,joy,0.45165038108825684
pimpin lulus stem,anger,0.5048631429672241
butuh banyak orang pintar,anger,0.48947757482528687
bobot daging,anger,0.4110732674598694
komen kalimat quot konten luxury quot,joy,0.9796309471130371
menteri musuh politis partai ganggu nyaman korupsi raya,anger,0.4031379818916321
nonton benar sedang kuliah gratis konten mahal kalau mikir liat ambil ajar harga,joy,0.5292011499404907
tokoh cerdas imbang bicara,anger,0.5476610660552979
energi dorong giat ajar banyak sini,anger,0.44342488050460815
cetak cepat banyak kerjasama universitas pasar pramuka presiden kok bukan kelas menteri lindung bangga kan drs skripsi tesis tok tok tok wow wkwkwk,joy,0.41943714022636414
cuma supir seruu dngrinny gokill sihh,anger,0.5470218658447266
orang kelas sya jdi ingat seseorg mmbuat sya rsany mau mntah,joy,0.4870835840702057
kurang harus diskusi tiga sama wapres gibran,anger,0.5042385458946228
indonesia cetak lebih banyak purbaya masadepan lebih baik,joy,0.5725676417350769
asupan baik buat pribadi dengar tonton moga jaga semangat value negara terimakasih gita purbaya,joy,0.7807390093803406
gokil,anger,0.49341535568237305
need learn from this man,joy,0.7203662395477295
widih elit nih topik,anger,0.5227718949317932
keren kali pembicaraanya,joy,0.5033702254295349
gaji guru minimal gaji dosen minimal kalo mau anak bangsa cerdas,joy,0.3203516900539398
merah putih indonesia merdeka,joy,0.5068538784980774
sehat moga sisa umur bantu bangun indonesia kronis sakit,joy,0.5315726399421692
kapastian hukum git baru semua ikut,anger,0.44361889362335205
wow sangat nikmat cakap sehat selalu purbaya orang hebat pintar,joy,0.869378387928009
daging semua,anger,0.5248465538024902
dengerin podcast kali serasa bangsa milik harap terimakasih salam hormat,anger,0.6709291338920593
cita didik anak jadi ekonom,joy,0.4539910554885864
grn males sekolah mending pake ijazah aspal tidak perlu cape habisin waktu tenaga pikir presiden wapres planga plongo malah lindung bangga kan edan wkwkwk,anger,0.5048915147781372
podcast mahal buat maju nkri semangat purbaya maju ekonomi indonesia bismillah,joy,0.6207507848739624
pikir luar biasa gita kagum mau sekolah negara nkri mau juang negara,anger,0.6511074304580688
thanks gita exclusive,joy,0.9964864253997803
podcast mahal,anger,0.4356670677661896
purbaya habibi ekonomi,joy,0.8703287839889526
let,joy,0.3867456614971161
hormat,anger,0.5561022758483887
kelar nonton habis baca buku,anger,0.622258722782135
kereen bicara kelas,anger,0.6972721815109253
baru podcast,anger,0.7049854397773743
allah mudah urus purbaya,anger,0.5249877572059631
satu penting baca buku biar pinter,anger,0.7796416282653809
quot ketidakpastian jadi resiko quot tarik sekali bahas ekonom,joy,0.6337659358978271
edan daging semua njirr nyimak nyengir,anger,0.423107385635376
rangin harga buku niscaya temu orang pintar,joy,0.43559005856513977
sungguh sangat sentuh walaupun bahas ekonomi isi bahas proses bangun indonesia bayang bagaimana indonesia urus orang orang beliau beliau samping ambil bijak orang orang kompeten mau beri kontribusi ide tindak maju indonesia thank for deep discussion,joy,0.9896649718284607
luar biasa terima kasih atas diskusi konstruktif purbaya gita sangat cerah mahasiswa sedang ajar mata kuliah uang negara,joy,0.4705730974674225
purbaya fokus baik dulu sumber daya manusia,joy,0.7700389623641968
naik dapat rakyat indo,anger,0.5662662982940674
wawancara sangat mutu tingkat tinggi jarang public suguh materi spt,joy,0.7416740655899048
orang aja,joy,0.39633452892303467
kahartos sapagodos kang purbaya,joy,0.6520184278488159
podcast mahal telinga dengar gratis terima kasih gita,joy,0.5473787188529968
quot rupa gen quot teman teman gen evaluasi diri,anger,0.6061732769012451
suami takut istri sample,joy,0.5346193909645081
terima kasih purbaya gita moga ekonomi indonesia makin baik,joy,0.7645552754402161
gatau gimana asa bangga aja dengerin podcast walaupun keluarga sangat sederhana terimakasih gita purbaya,joy,0.6984661221504211
